"LUCENE-4269" "http job Lucene trunk Linux Java was hung for a couple days stacktrace " " Events file BOOTSTRAP defaultCharset US ASCII systemProperties awt toolkit sun awt X XToolkit file encoding US ASCII file encoding pkg sun io file separator java awt graphicsenv sun awt X GraphicsEnvironment java awt printerjob sun print PSPrinterJob java class path var lib jenkins workspace Lucene trunk Linux Java checkout lucene build test framework classes java var lib jenkins workspace Lucene trunk Linux Java checkout lucene build core classes java var lib jenkins workspace Lucene trunk Linux Java checkout lucene test framework lib junit jar var lib jenkins workspace Lucene trunk Linux Java checkout lucene test framework lib randomizedtesting runner jar var lib jenkins workspace Lucene trunk Linux Java checkout lucene build misc classes java var lib jenkins workspace Lucene trunk Linux Java checkout lucene build misc classes test var lib jenkins tools ant supported lib ant launcher jar var lib jenkins ant lib apache rat tasks jar var lib jenkins ant lib ivy jar var lib jenkins ant lib apache rat jar var lib jenkins ant lib apache rat plugin jar var lib jenkins ant lib apache rat core jar var lib jenkins ant lib clover jar var lib jenkins tools ant supported lib ant apache regexp jar var lib jenkins tools ant supported lib ivy jar var lib jenkins tools ant supported lib ant jmf jar var lib jenkins tools ant supported lib ant apache log j jar var lib jenkins tools ant supported lib ant jdepend jar var lib jenkins tools ant supported lib ant swing jar var lib jenkins tools ant supported lib ant antlr jar var lib jenkins tools ant supported lib ant apache xalan jar var lib jenkins tools ant supported lib ant apache resolver jar var lib jenkins tools ant supported lib ant commons logging jar var lib jenkins tools ant supported lib ant testutil jar var lib jenkins tools ant supported lib ant apache bcel jar var lib jenkins tools ant supported lib ant jsch jar var lib jenkins tools ant supported lib ant junit jar var lib jenkins tools ant supported lib ant commons net"
"ACCUMULO-2213" "During a hour continuous ingest test with agitation the following was reported k times " " I can make this happen reliably on while using gremlins to disrupt the node the tracer is on I also get exceptions in the main loop which blows up the log for the service trace TraceServer ERROR Unable to write mutation to table org apache accumulo core data Mutation java lang IllegalStateException Closed at org apache accumulo core client impl TabletServerBatchWriter addMutation TabletServerBatchWriter java at org apache accumulo core client impl BatchWriterImpl addMutation BatchWriterImpl java at org apache accumulo server trace TraceServer Receiver span TraceServer java at org apache accumulo cloudtrace thrift SpanReceiver Processor span process SpanReceiver java at org apache accumulo cloudtrace thrift SpanReceiver Processor process SpanReceiver java at org apache thrift server TThreadPoolServer WorkerProcess run TThreadPoolServer java at java util concurrent ThreadPoolExecutor Worker runTask ThreadPoolExecutor java at java util concurrent ThreadPoolExecutor Worker run ThreadPoolExecutor java at java lang Thread run Thread java trace TraceServer ERROR Unable to write mutation to table org apache accumulo core data Mutation java lang IllegalStateException Closed at org apache accumulo core client impl TabletServerBatchWriter addMutation TabletServerBatchWriter java at org apache accumulo core client impl BatchWriterImpl addMutation BatchWriterImpl java at org apache accumulo server trace TraceServer Receiver span TraceServer java at org apache accumulo cloudtrace thrift SpanReceiver Processor span process SpanReceiver java at org apache accumulo cloudtrace thrift SpanReceiver Processor process SpanReceiver java at org apache thrift server TThreadPoolServer WorkerProcess run TThreadPoolServer java at java util concurrent ThreadPoolExecutor Worker runTask ThreadPoolExecutor java at java util concurrent ThreadPoolExecutor Worker run ThreadPoolExecutor java at java lang Thread run Thread java I think there are two issues here that the writer gets closed and that our"
"XERCESJ-449" "When compiling the org apache xerces impl validation package files especially during org apache xerces impl validation ValidationState java it throws an exception saying ClassNotFoundException org apache xerces impl dv ValidationContext java The documentation shows that ValidationContext java is in org apache xerces impl validation package but Source code of org apache xerces impl validation ValidationState java uses org apache xerces impl dv ValidationContext java and ValidationContext java file is in org apache xerces impl validation package I am confused If any of you could help me it will be great " " It sounds like you re trying to compile only the classes within one package which in general may not be possible because they may depend on other classes which haven t been compiled yet Trying to hand compile Xerces is tricky as we do a number of things replacing text copying files to other locations excluding source files etc in the Ant build script If you want to compile the source code I suggest you have a look at http xml apache org xerces j faq build html If you have further problems with compilation could you please address them to the xerces j user list http xml apache org mail html xerces j user "
"WICKET-4553" "I replicated the example in https cwiki apache org WICKET how to load an external image html and I noticed that the generated URL when using ResourceReference imageResource new SharedResourceReference documentResource String url RequestCycle get urlFor imageResource new PageParameters id on a bookmarkable page causes a java lang ClassNotFoundException resource Generated URL resource org apache wicket Application documentResource id added to a bookmarkable page http localhost app wicket bookmarkable resource org apache wicket Application documentResource id on a non bookmarkable page " " Can you attach a quickstart application please "
"OOZIE-2155" "We discovered a critical bug where incorrect Daylight Saving Time shifts were occurring based on the Database timezone Try running this Coordinator Note that it runs over a DST shift at least in most US timezones Here s a sample of some of the actions along with their Nominal Times Note that actions and have the same time This is incorrect because the times are in GMT with no DST I ve also confirmed via a debugger that these dates have the same number of seconds since epoch so it s not just a rendering issue By the way if you re in a different timezone you ll see this problem occur on different actions because the issue is related to the timezone that your database is in It depends on when the DST shift occurs in your timezone for example in America New York it happens with actions and On that note if I ask Oozie to use America Los Angeles to print the dates I get this Action s nominal time should be PDT not PST Using the debugger some more I verified that Oozie is creating the nominal times correctly and writing them to the database correctly at least it s converting them to Java s SQL TimeStamp objects correctly OpenJPA handles writing them But when the problematic value is read back from the database it has the wrong value Here s something interesting from the MySQL documentation MySQL converts TIMESTAMP values from the current time zone to UTC for storage and back from UTC to the current time zone for retrieval This does not occur for other types such as DATETIME By default the current time zone for each connection is the server s time The time zone can be set on a per connection basis As long as the time zone setting remains constant you get back the same value you store If you store a TIMESTAMP value and then change the time zone and retrieve the value the retrieved value is different from the value you stored This occurs because the same time zone was not used for conversion in both directions So I think what s happening is that it s interpreting everything i" " We were able to test this on Oracle and it is also affected by this issue but we couldn t figure out how to set the timezone over JDBC I found a Stack Overflow comment describing how we could call a proprietary OracleConnection setSessionTimeZone method using reflection to do this but I haven t tried it "
"QPID-6560" "On intruder detection a task to close VHN children and set VHN state to ERRORED is scheduled in Broker configuration thread Immediately after scheduling the task ReplicatedEnvironmentFacade close is invoked ReplicatedEnvironmentFacade executors are shutdown in close method If any of ReplicatedEnvironmentFacade executors has a pending work tasks to run and that work needs to be performed in VHN configuration thread or Broker configuration thread in synchronous manner blocking ReplicatedEnvironmentFacade executors threads the executors shutdown would be blocked and eventually times out Test BDBHAVirtualHostNodeRestTest testIntruderProtection fails sporadically as indicated by stack trace below The log analysis showed that the issue occurs in the following scenario " " Commit from orudyy apache org in branch java trunk https svn apache org r QPID Remove redundant close of ReplicationEnvironmentFacade on intruder detection as it might block on facade thread executors shutdown caused by tasks scheduled to execute on VHN close and HA events "
"ACCUMULO-3408" "This is a regression of ACCUMULO " " Getting null pointer and class cast exceptions "
"AXIS2-4853" "When trying to use axis osgi with the upstream axiom version the following error appears org osgi framework BundleException Activator start error in bundle org apache axis osgi at org apache felix framework Felix activateBundle Felix java at org apache felix framework Felix startBundle Felix java at org apache felix framework BundleImpl start BundleImpl java at org apache felix framework BundleImpl start BundleImpl java at com profitbricks osgi test FelixTest deployBundle FelixTest java at com profitbricks osgi test FelixTest testModules FelixTest java Caused by org apache axiom om OMException java lang ClassNotFoundException org apache axiom om impl llom factory OMLinkedListMetaFactory at org apache axiom om OMAbstractFactory getMetaFactory OMAbstractFactory java at org apache axiom om OMAbstractFactory getOMFactory OMAbstractFactory java at org apache axis description AxisDescription init AxisDescription java at org apache axis engine AxisConfiguration init AxisConfiguration java at org apache axis osgi deployment OSGiServerConfigurator populateAxisConfiguration OSGiServerConfigurator java at org apache axis osgi deployment OSGiServerConfigurator getAxisConfiguration OSGiServerConfigurator java at org apache axis context ConfigurationContextFactory createConfigurationContext ConfigurationContextFactory java at org apache axis osgi deployment OSGiConfigurationContextFactory startConfigurationContext OSGiConfigurationContextFactory java at org apache axis osgi deployment OSGiConfigurationContextFactory updated OSGiConfigurationContextFactory java at org apache axis osgi internal Activator start Activator java at org apache felix framework util SecureAction startActivator SecureAction java at org apache felix framework Felix activateBundle Felix java more Caused by java lang ClassNotFoundException org apache axiom om impl llom factory OMLinkedListMetaFactory at org apache felix framework ModuleImpl findClassOrResourceByDelegation ModuleImpl java at org apache felix f" " Can you explain the steps to reproduce the issue Is it enough to install the Axis and Axiom bundles into an OSGi container and attempt to start them or are there any other things that are necessary to trigger the error "
"CAMEL-7968" "The implementation of Container Instance is not ThreadSafe It is also not defined what happens when multiple Containers race on the singleton " " Added more details in the javadoc that Container is not thread safe which has never been the intention either "
"AMQ-5165" "Destination statistics queue name is documented asActiveMQ Statistics Destination DEST NAME but it is really implemented asActiveMQ Statistics Destination DEST NAME " " Fixed with http git wip us apache org repos asf activemq commit eb f "
"WICKET-6040" "After upgrading to I encountered NotSerializableException when refreshing DebugBar in an ajax event Martin Grigorov suspects this is related to https github com apache wicket commit d ccdd f f ca f b a ee b a To reproduce this start the application in development mode override onEvent in Application to refresh the DebugBar public void onEvent IEvent event if event getPayload instanceof AjaxRequestTarget AjaxRequestTarget target AjaxRequestTarget event getPayload if we are in development refresh the debugbar if exists if getConfigurationType RuntimeConfigurationType DEVELOPMENT From stacktrace it seems this is related to org apache wicket ajax AbstractAjaxResponse AjaxHtmlHeaderContainer " " Commit a eabcc a bd b ea b abceb dee in wicket s branch refs heads wicket x from Sven Meier https git wip us apache org repos asf p wicket git h a eab WICKET restore AjaxHtmlHeaderContainer to be static so it can be serialized before AjaxRequest has finished "
"XERCESJ-512" "bug java import javax xml parsers import org w c dom class bug public static void main String args throws Exception bug xml xml version encoding UTF DOCTYPE bug ELEMENT bug itemlist ELEMENT itemlist item a item b item c item b ELEMENT item a EMPTY ELEMENT item b EMPTY ELEMENT item c EMPTY ATTLIST itemlist value CDATA REQUIRED ATTLIST item a value CDATA REQUIRED ATTLIST item b value REQUIRED ATTLIST item c value CDATA REQUIRED bug itemlist value item a value URL item b value itemlist itemlist value item a value URL item b value itemlist itemlist value item a value URL item c value check itemlist itemlist value item a value URL item c value check item b value itemlist itemlist value item a value URL item c value check item b value itemlist bug " " ELEMENT itemlist item a item b item c item b This content model is illegal and the error message is correct You cannot mix sequence and choice operators at the same level of the content model "
"AXIS2-4381" "The service name used in the generated Service stubs are not unique when using wsdl java Maven plugin The names are built from the unqualified service name concatenated with a suffix from the following method private static synchronized String getUniqueSuffix reset the counter if it is greater than if counter counter counter return Long toString System currentTimeMillis counter The problem is that each service stub has its own version of this unique suffix method and thus two or more methods could be called concurrently and thus generate the same suffix If the classes they belong to have the same unqualified name the service names will be identical and thus the last one to be created will fail when it is beeing registered in the AxisConfiguration Solutions " " this is a static synchronize method so it should not have the problem you have mentioned "
"HIVE-15065" "Currently the decision to use fetch optimizer or not is based on scanning the filesystem for file lengths and see if the aggregated size is less the fetch task threshold This can be very expensive for cloud environment This issue is mitigated to some extent by HIVE but still that requires file system scan We can make decision based on the stats from metastore and falling back when stats is not available Since fast stats numRows and fileSize is always available this should work most of the time " " Ashutosh Chauhan can you please review "
"CASSANDRA-11867" "NIODataInputStream allocates direct memory but does not clean it on close Proposed patch adds a call to FileUtils clean for this direct memory buffer " " Added call to FileUtils clean to NIODataInputStream close Branch for differs from But merges cleanly up to trunk branch testall dtest branch testall dtest branch testall dtest branch testall dtest "
"COMPRESS-158" "When zipping a directory that contains several files and subdirectories of which some can be empty I am missing empty directories When using a tar archive format empty directories are present " " CompressionUtil Code used to produce the problem test zip contains a directory that when ziped using the code from CompressionUtil exhibits the problem of the empty directory disappearing "
"HAMA-973" "Today I tested fault tolerance function with RandBench FT works fine but I just found that there is a bug in RandBench program I ran with set the max iteration to At superstep I killed one task manually and I checked that failed task has automatically recovered By the way the total num of supersteps was not The reason is simple i always starts from To fix this issue we have to set the i to int peer getSuperstepCount " " root cluster hama trunk bin hama jar examples target hama examples SNAPSHOT jar bench WARN util NativeCodeLoader Unable to load native hadoop library for your platform using builtin java classes where applicable INFO Configuration deprecation user name is deprecated Instead use mapreduce job user name INFO bsp BSPJobClient Running job job INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient Current supersteps number INFO bsp BSPJobClient The total number of supersteps INFO bsp BSPJobClient Counters INFO bsp BSPJobClient org apache hama bsp JobInProgress JobCounter INFO bsp BSPJobClient SUPERSTEPS INFO bsp BSPJobClient LAUNCHED TASKS INFO bsp BSPJobClient org apache hama bsp BSPPeerImpl PeerCounter INFO bsp BSPJobClient SUPERSTEP SUM INFO bsp BSPJobClient TIME IN SYNC MS INFO bsp BSPJobClient TOTAL MESSAGES SENT INFO bsp BSPJobClient TOTAL MESSAGES RECEIVED Job Finished in seconds Good it works as I expected By the way FT doesn t works occasionally I ll look more "
"TAP5-2462" "Calling Grid reset from the parent component may result in NullPointerException Caused by java lang NullPointerException at org apache tapestry corelib components Grid setCurrentPage Grid java at org apache tapestry corelib components Grid reset Grid java at org tynamo examples simple pages List resetGrid List java at org tynamo examples simple pages List setupRender List java " " Commit bc fab b d a d a b bfd b b in tapestry s branch refs heads master from kaosko https git wip us apache org repos asf p tapestry git h bc fab FIXED TAP Parent component should be able to reset a Grid regardless of its internal state do sortModel clear before setting the current page because the formerl internally calls the private operation setupPaginationModel otherwise you may get a null pointer "
"SYNAPSE-903" "Let s assume we have a proxy service that has DBLookup mediator configured to use a globally defined datasources in one of its sequences There if we hot update the service like you mentioned the existing service is stopped and all the mediator life cycles configured would also be destroyed When the AbstractDBMediator s destroy method gets invoked it closes the associated datasource without considering the fact that it is configured globally Therefore the subsequent invocations fail as the datasource has already been closed" " Attaching the patch to fix the issue Please review and apply Regards Prabath "
"CASSANDRA-10749" "org apache cassandra db DeletionTime compareTo looks like this " " That definitively is an oversight care to provide a patch I ll note that this is actually pretty old dating back from the patch for CASSANDRA Also this is pretty much innocuous if DeletionTime have the same markedForDeleteAt their localDeletionTime will likely be the same and if not will be very close and we don t really care all that much how we sort them We should still fix it of course "
"PHOENIX-3416" "when executing EXPLAIN query hive doesn t execute Tasks that get and remove PhoenixPredicateDecomposer from PREDICATE DECOMPOSER MAP so all predicate decomposers made from the explain query exists forever in the decomposer map " " removed PhoenixPredicateDecomposerManager and PhoenixPredicateDecomposer decompose predicate again in inputformat to get search conditions "
"KNOX-149" "remove plural from servicename acls remove processing from servicename acl processing mode make default mode AND top level config for mode" " Commit bd dd bd b d c f d f in branch refs heads master from Larry McCay https git wip us apache org repos asf p incubator knox git h bd KNOX addressed config changes and default processing mode "
"JS1-450" "We have added sorting to several Admin portlets such as UserRoleUpdateAction Is this the correct place to submit an enhancement Is there a way to upload the entire class or should we just paste in the changed code This is from the procedure buildUserRoleContext while roles hasNext masterRoles trimToSize Now sort the roles here Collections sort masterRoles new Comparator public int compare Object o Object o roles masterRoles iterator If I m off base here would someone kindly let me know " " Please add a patch file with your changes to this bug for review "
"CTAKES-218" "The error was seen HyphenTextModifierImpl which is not that important anymore but the underlying issue is that the try clause within org apache ctakes core resource FileLocator assumes FileLocator class getClassLoader getResourceAsStream location will throw an Exception if something goes wrong but it doesn t always it can just return null in which case the catch clause is not running" " Commit from james masanz apache org in branch ctakes trunk https svn apache org r CTAKES Have FileLocator also try the second method to resolve the file path if the first returns null in addition to if the first throws an exception "
"SHINDIG-1635" "I m using google s gwt gadgets library in gadget development Generated javascript may contain construction like this When this javascript is going thru proxy it gets brokenThe script is served as text javascript content type " " Igor is this only a problem in the PHP version of Shindig "
"OOZIE-2090" "Suppose you have a workflow where an action fails on the first try but the automatic retry behavior for transient failures kicks in and it succeeds on one of the later tries Currently the wf lastErrorNode EL Function will show that this node failed even though it ultimately succeeded " " The way wf lastErrorNode works is that DagELFunctions setActionInfo checks if the action s status is ERROR and sets a variable to the node s name The problem is that ActionEndXCommand temporarily changes the action s status to ERROR in this case it gets set back to END RETRY if there s a retry but the DagELFunctions setActionInfo call happens first so it thinks the action failed always The patch simply moves the call to later in ActionEndXCommand so that the action s status can stabilize before setting or not setting it as the last error node "
"ACCUMULO-3709" "If mutations are rejected during the close of the output formatter and subsequently the writer which causes a flush then the exception is not rethrown only logged " " Good catch marco polo It looks like this has been around for ages If you can basing your patch might be best to make sure we squash this bug everywhere didn t forcibly change that on you since I don t want it to seem like I m forcing you to give me a patch there any patch is great "
"CB-11199" "FileReader readAsDataURL method encodes invalid base data for a jpeg image I could not decode the generate base data But iI tried the same situation on version it works successfully " " Can you share a snippet of code that you are using "
"AXIS2-5754" "I configured my axis wsdl code maven plugin like sothe result is that the plugin is generating sources that do not compile For example " " here are the wsdl with the xsd files "
"DIRMINA-1045" "The setAll IoSessionConfig method does not set all the possible configurtion parameters typically the specific ones for each AbstratIsSessionConfig subclasses aren t supported KeepAlive for the AbstractSocketSessionConfig class etc This is because teh setAll method is declared as final in the AbstractIoSessionConfig and can t be overloaded " " Actually and I have missed it there is a call to a doSetAll method in the setAll method that will let the inherited class to update the configuration including the specific parameters Regardless I think that it would be way simpler to override the setAll methods in each implementation calling the parent s setAll method like in AbstractSocketSessionConfig setAll IoSessionConfig config super setAll config AbstractSocketSessionConfig cfg AbstractSocketSessionConfig config if cfg isKeepAliveChanged setKeepAlive cfg isKeepAlive This would do the same work but in a much simpler way "
"THRIFT-4060" "I m in the middle of converting a project that provides some ostream operators for logging purposes for a number of thrift structures The project was using and in some ostream operator overloads were added with THRIFT The solution that was provided here runs into complications if a thrift structure is contained within another one Take this simple example I m considering adding an annotation to the thrift IDL that the compiler will recognize that allows someone to say I am going to provide my own operator for this structure don t generate one This would replace the printTo mechanism that was added in THRIFT Here is an example " " GitHub user jeking opened a pull request https github com apache thrift pull THRIFT add better support in the cpp generator for custom ostream operators on structures This pull request adds support for an annotation that will disable the emit code for operator and printTo allowing a custom streaming output format to be provided by the consuming application You can merge this pull request into a Git repository by running git pull https github com jeking thrift THRIFT Alternatively you can review and apply these changes as the patch at https github com apache thrift pull patch To close this pull request make a commit to your master trunk branch with at least the following in the commit message This closes commit db cb a a c cf c a b a f Author James E King III jim king simplivity com Date T Z THRIFT add better support in the cpp generator for custom ostream operators on structures "
"HIVE-14680" "see HIVE Basic idea spent about minutes thinking about this based on RB comment is to return locations for all slots to HostAffinitySplitLocationProvider the missing slots being inactive locations based solely on the last slot actually present For the splits mapped to these locations fall back via different hash functions or some sort of probing " " Prasanth Jayachandran Gopal V can you take a look I need to test this in a cluster too "
"ZEPPELIN-2091" "I faced the following issue like screenshot in new window which is created by Link this paragraph Here is the test way click Link this paragraph of a original paragraph menu click Insert New check the window made in Link this paragraph " " Sora Lee While I tired to reproduce this issue recorded gif screenshot img and attatched it Hope this helps other ppl understand this issue "
"DRILL-1172" "I am running Drill on CDH I have created a Hive Storage plugin as follows I connect to sqlline as follows opt drill apache drill m incubating SNAPSHOT bin sqlline u jdbc drill schema hive zk When I run a query against a hive table it errors out as follows I have even tried setting the below property in the hive storage plugin but it still errors out fs defaultFS hdfs The exception in the drillbit log is In the incubator drill contrib storage hive core src main java org apache drill exec store hive HiveScan java class the error is occurring because the FileSystem object being created in the getSplits method is pointing to file This FileSystem object is being created from a JobConf object The contents of the JobConf object are Configuration core default xml core site xml mapred default xml mapred site xml yarn default xml yarn site xml hdfs default xml hdfs site xml" " fixed by d befc or earlier "
"FELIX-525" "jlaskowski dev cygdrive c apps felix java jar bin felix jarWelcome to Felix " " Hmmm I tried under JDK and Welcome to Felix Enter profile name heavy felix trunk main java jar bin felix jar Welcome to Felix Enter profile name heavy felix trunk main Worked ok in both cases Which platform are you using I am testing on Fedora "
"DIRSTUDIO-1080" "Using the new installed Studio and the new installed ApacheDS Server i can t save the Server Configuration with DS Studio I changed nothing in the configuration When i try to save the config i can see the following exceptions Exception shown in DS Log INFO jvm ERROR org apache directory server core schema SchemaInterceptor Exception shown in DS Studio Dialog Error Message java lang Exception at org apache directory studio apacheds configuration editor ServerConfigurationEditorUtils saveConfiguration ServerConfigurationEditorUtils java at org apache directory studio apacheds configuration jobs SaveConfigurationRunnable run SaveConfigurationRunnable java at org apache directory studio common core jobs StudioJob run StudioJob java " " It happens when opening saving the configuration via connection to the remote server "
"CTAKES-242" "Issue reported to dev see http markmail org message niqxtrexekyclxry These is a minors bugs that i have corrected it may be of use for the next release I the XCasWriterCasConsumer xml analysis engine cas consumer of ctakes core referes to org apache uima examples cpe XCasWriterCasConsumer which does not exists I found the java class XCasWriterCasConsume java from an old version of cTakes and copied in org apache ctakes core cc Changed org apache uima examples cpe XCasWriterCasConsumer by org apache ctakes core cc XCasWriterCasConsumer " " Commit from james masanz apache org in branch ctakes trunk https svn apache org r CTAKES XCasWriterCasConsumer issues added uima examples as a dependency since org apache uima examples cpe XCasWriterCasConsumer does exist there "
"AXIS2-5262" "The exception in the same as in AXIS but Im not sure if it has the same originorg apache axis AxisFault InvalidSecurity at org apache rampart handler PostDispatchVerificationHandler invoke PostDispatchVerificationHandler java at org apache axis engine Phase invoke Phase java at org apache axis engine AxisEngine invoke AxisEngine java at org apache axis engine AxisEngine receive AxisEngine java at org apache axis transport http HTTPTransportUtils processHTTPPostRequest HTTPTransportUtils java at org apache axis transport http AxisServlet doPost AxisServlet java at javax servlet http HttpServlet service HttpServlet java we do have services and we are using MTOM in the Clients to sent attachments Rampart engaged in the services xml and a policy using a custom password handler as follows module ref rampart module ref addressing wsp Policy wsu Id UTOverTransport xmlns wsu http docs oasis open org wss oasis wss wssecurity utility xsd xmlns wsp http schemas xmlsoap org ws policy wsp ExactlyOne wsp All sp TransportBinding xmlns sp http schemas xmlsoap org ws securitypolicy wsp Policy sp TransportToken wsp Policy sp HashPassword wsp Policy sp TransportToken wsp Policy sp TransportBinding sp SignedSupportingTokens xmlns sp http schemas xmlsoap org ws securitypolicy wsp Policy sp UsernameToken sp IncludeToken http schemas xmlsoap org ws securitypolicy IncludeToken AlwaysToRecipient wsp Policy sp SignedSupportingTokens ramp RampartConfig xmlns ramp http ws apache org rampart policy ramp passwordCallbackClass custom PasswordCallbackHandler ramp passwordCallbackClass ramp RampartConfig wsp All wsp ExactlyOne wsp Policy policy xml in client wsp Policy wsu Id UsernameToken xmlns wsu http docs oasis open org wss oasis wss wssecurity utility xsd xmlns wsp http schemas xmlsoap org ws policy wsp ExactlyOne wsp All sp SupportingTokens xmlns sp http docs oasis open org ws sx ws securitypolicy wsp Policy sp UsernameToken sp IncludeToken http docs oasis open org ws sx ws securitypolicy Inc" " I recently did some performance tests with Rampart trunk and noticed the same kind of issue When sending requests from multiple threads right after the startup Axis Rampart will hang If I send a single request before starting the performance test then the issue doesn t occur "
"FLINK-1690" "I got the following error on Travis I think we have to increase the timeouts for this test case to make it reliably run on Travis " " I do not think it is a timeout thing It seems the job simply hangs "
"SPARK-19564" "In KafkaOffsetReader when error occurs we abort the existing consumer and create a new consumer In our current implementation the first consumer and the second consumer would be in the same group which violates our intention of the two consumers not being in the same group The cause is that in our current implementation the first consumer is created before groupId and nextId are initialized in the constructor Then even if groupId and nextId are increased during the creation of that first consumer groupId and nextId would still be initialized to default values in the constructor " " User lw lin has created a pull request for this issue https github com apache spark pull "
"IGNITE-3273" "Distributed SQL query cannot be parsed on map side if it contains left join The same local query works without any error Replacing left join with inner join removes the error See the attachment for the reproducer " " merged to master "
"TEZ-21" "null" "null"
"CB-10809" "NPM points to version of the plugin which is an old version where callbacks don t work Version in github works fine Please update your npm link " " This is a side effect of how we chose to pin plugin versions when using cordova CLI We have removed this feature now and it will not be an issue in cordova "
"IVY-1009" "I m using Ivy in standalone mode to manage DLLs for a C project I have an SSH repository set up which works fine for retrieving artifacts but not for publishing them " " Also it doesn t hang using the same settings file via ant "
